player_id,date,elo_rating,elo_rating_wt1,elo_hard,elo_clay,elo_grass,elo_wt1_hard,elo_wt1_clay,elo_wt1_grass
200001,2015-04-18,1469.7480415469752,1492.4370103867439,1469.2006037564568,1500.0,1500.0,1492.3001509391142,1500.0,1500.0
200001,2015-04-18,1460.0934069482291,1488.4419891734697,1456.5472875443284,1500.0,1500.0,1487.0642959547852,1500.0,1500.0
200002,2010-06-07,1518.9577175865988,1515.1661740692791,1500.0,1500.0,1516.0,1500.0,1500.0,1512.8
200002,2010-06-07,1530.105892616474,1520.7402615842166,1500.0,1500.0,1531.263693206478,1500.0,1500.0,1520.431846603239
200002,2010-06-07,1541.86972474851,1529.5631356832437,1500.0,1500.0,1546.5612260339533,1500.0,1500.0,1531.9049962238455
200002,2010-06-07,1559.4149251608012,1538.851771195633,1500.0,1500.0,1561.1574482106641,1500.0,1500.0,1539.6324079644571
200002,2010-06-07,1539.0845550945924,1531.1068683132678,1500.0,1500.0,1547.1905102184996,1500.0,1500.0,1534.3116696817278
200002,2010-06-21,1517.6679063291076,1523.9679853914395,1500.0,1500.0,1531.2316537837203,1500.0,1500.0,1528.9920508701348
200002,2010-06-21,1532.5041568572067,1533.858819076839,1500.0,1500.0,1545.10022410322,1500.0,1500.0,1538.2377644164678
200002,2010-06-21,1547.5534625600567,1544.1557124524732,1500.0,1500.0,1559.7632342435293,1500.0,1500.0,1548.2703503019425
200002,2010-06-21,1565.1789520260163,1556.5972344284446,1500.0,1500.0,1575.2157818707037,1500.0,1500.0,1559.178030979948
200002,2010-07-05,1577.9242105164014,1564.487156351064,1500.0,1516.0,1575.2157818707037,1500.0,1509.904761904762,1559.178030979948
200002,2010-07-05,1563.945525345151,1558.1742017575962,1500.0,1499.2804457844077,1575.2157818707037,1500.0,1502.353995484817,1559.178030979948
200002,2010-07-12,1571.132194388876,1561.4197942289559,1500.0,1511.2005435574242,1575.2157818707037,1500.0,1507.7372654468245,1559.178030979948
200002,2010-07-12,1583.109402036582,1569.8742937449836,1500.0,1525.8905860138912,1575.2157818707037,1500.0,1518.106707180801,1559.178030979948
200002,2010-07-12,1568.2621229783788,1565.185679305551,1500.0,1509.646490739216,1575.2157818707037,1500.0,1512.9769928835353,1559.178030979948
200002,2010-07-12,1581.2230146643908,1572.9622143171582,1500.0,1525.2362515381549,1575.2157818707037,1500.0,1522.3308493628986,1559.178030979948
200002,2010-07-12,1593.525087825263,1579.991970409085,1500.0,1541.511036610147,1575.2157818707037,1500.0,1531.630726546894,1559.178030979948
200002,2010-07-26,1579.3134628316711,1575.8120807050875,1482.2950585269823,1541.511036610147,1575.2157818707037,1494.7926642726418,1531.630726546894,1559.178030979948
200002,2010-07-26,1592.8251351693973,1584.3457684973357,1499.9017736031453,1541.511036610147,1575.2157818707037,1505.9126948470605,1531.630726546894,1559.178030979948
200002,2010-07-26,1605.3437625934012,1592.6915201133384,1516.6425942508704,1541.511036610147,1575.2157818707037,1517.073241945544,1531.630726546894,1559.178030979948
200002,2010-07-26,1620.9282630418716,1602.821445404844,1534.766116429872,1541.511036610147,1575.2157818707037,1528.853531361895,1531.630726546894,1559.178030979948
200002,2010-08-02,1629.2893115056,1607.3235484237748,1547.7216535629336,1541.511036610147,1575.2157818707037,1535.8295898181589,1531.630726546894,1559.178030979948
200002,2010-08-02,1617.4204190712815,1601.3891022066155,1534.6937083176379,1541.511036610147,1575.2157818707037,1529.315617195511,1531.630726546894,1559.178030979948
200002,2010-08-30,1625.708673292166,1605.5332293170577,1545.9671671562728,1541.511036610147,1575.2157818707037,1534.9523466148285,1531.630726546894,1559.178030979948
200002,2010-08-30,1633.8597074358624,1610.8314015104604,1559.3938437443703,1541.511036610147,1575.2157818707037,1543.679686397092,1531.630726546894,1559.178030979948
